Column,Spearman Correlation,Spearman p-value,Pearson Correlation,Pearson p-value
cna_MTUS1,-0.066980751,0.028459219,-0.062822438,0.03991733
cna_FGL1,-0.063968392,0.036424387,-0.060366407,0.04836705
cna_ASAH1,-0.066920595,0.028602271,-0.063314923,0.038382884
cna_NAT1,-0.065841303,0.031275872,-0.061783405,0.043325721
cna_NAT2,-0.069587939,0.02282326,-0.064316176,0.03541718
cna_ZNF395,-0.06633947,0.030016322,-0.059952662,0.049928704
cna_C9orf66,0.06525809,0.032807743,0.081129098,0.00792901
cna_CBWD1,0.06525809,0.032807743,0.081129098,0.00792901
cna_DDX11L5,0.06525809,0.032807743,0.081129098,0.00792901
cna_DOCK8,0.06525809,0.032807743,0.081129098,0.00792901
cna_FAM138C,0.06525809,0.032807743,0.081129098,0.00792901
cna_FOXD4,0.06525809,0.032807743,0.081129098,0.00792901
cna_KANK1,0.06525809,0.032807743,0.081129098,0.00792901
cna_WASH1,0.06525809,0.032807743,0.081129098,0.00792901
cna_DMRT1,0.064837909,0.033950755,0.081707468,0.007493698
cna_DMRT2,0.062945675,0.039528562,0.079859661,0.008964651
cna_DMRT3,0.062945675,0.039528562,0.079859661,0.008964651
cna_LINC01230,0.062945675,0.039528562,0.079859661,0.008964651
cna_SMARCA2,0.067166327,0.028021791,0.085011093,0.005392964
cna_VLDLR-AS1,0.070028074,0.021974208,0.087226299,0.004298869
cna_VLDLR,0.062502359,0.040942222,0.081155466,0.007908683
cna_KCNV2,0.062502359,0.040942222,0.081155466,0.007908683
cna_KIAA0020,0.065522399,0.032105737,0.083270312,0.006422486
cna_RFX3,0.063959632,0.036450067,0.073080312,0.016806084
cna_GLIS3,0.067314066,0.027677697,0.072081042,0.018366544
cna_GLIS3-AS1,0.072175297,0.018214131,0.076689043,0.012096108
cna_SLC1A1,0.069330324,0.023333307,0.072993023,0.016937603
cna_SPATA6L,0.062323603,0.041524229,0.069016012,0.023968967
cna_PPAPDC2,0.062323603,0.041524229,0.069016012,0.023968967
cna_CDC37L1,0.064380915,0.035232334,0.069793577,0.02242309
cna_AK3,0.064734083,0.034238375,0.070892813,0.020385691
cna_RCL1,0.068635546,0.024758432,0.074448404,0.014858679
cna_MIR101-2,0.068635546,0.024758432,0.074448404,0.014858679
cna_JAK2,0.071789477,0.018845094,0.078291438,0.010409541
cna_INSL4,0.072424121,0.017817077,0.078229522,0.01047061
cna_INSL6,0.072424121,0.017817077,0.078229522,0.01047061
cna_RLN2,0.070263488,0.021531442,0.076153545,0.012711372
cna_RLN1,0.070263488,0.021531442,0.076153545,0.012711372
cna_PLGRKT,0.070408835,0.021261964,0.076637343,0.012154338
cna_CD274,0.070408835,0.021261964,0.076637343,0.012154338
cna_PDCD1LG2,0.075113528,0.013985785,0.07939042,0.009376996
cna_KIAA1432,0.075426835,0.013590503,0.080318869,0.008576856
cna_ERMP1,0.071594817,0.019170623,0.079295136,0.009462763
cna_MLANA,0.071594817,0.019170623,0.079295136,0.009462763
cna_KIAA2026,0.071270509,0.019723867,0.077561865,0.011149646
cna_MIR4665,0.071270509,0.019723867,0.077561865,0.011149646
cna_RANBP6,0.071270509,0.019723867,0.077561865,0.011149646
cna_IL33,0.078337416,0.010364396,0.087763634,0.004065772
cna_GLDC,0.078337416,0.010364396,0.087763634,0.004065772
cna_KDM4C,0.073970145,0.015515621,0.08553478,0.005113781
cna_TPD52L3,0.078337416,0.010364396,0.087763634,0.004065772
cna_UHRF2,0.078337416,0.010364396,0.087763634,0.004065772
cna_TMEM261,0.067890171,0.026370454,0.073883671,0.01563709
cna_PTPRD,0.076541188,0.012263296,0.081836835,0.007399308
cna_PTPRD-AS2,0.086105963,0.004824207,0.094214831,0.002034769
cna_TYRP1,0.072455517,0.017767519,0.088743235,0.003670097
cna_LURAP1L,0.076358166,0.012473079,0.090176064,0.003154113
cna_MPDZ,0.068355442,0.02535393,0.086211587,0.004772311
cna_FLJ41200,0.07024014,0.021575005,0.089672456,0.003327422
cna_LINC00583,0.065834682,0.031292915,0.089622104,0.003345217
cna_NFIB,0.064127539,0.035960501,0.085978311,0.004887606
cna_ZDHHC21,0.067028286,0.028346617,0.078802979,0.009916978
cna_CER1,0.069327152,0.023339649,0.08115434,0.00790955
cna_FREM1,0.072977324,0.016961353,0.083972087,0.005987895
cna_LOC389705,0.075059997,0.014054326,0.084260393,0.005817158
cna_TTC39B,0.081302913,0.007795869,0.086577445,0.004596432
cna_SNAPC3,0.077732473,0.010972514,0.082357192,0.007030308
cna_PSIP1,0.075061518,0.014052375,0.079890527,0.008938103
cna_CCDC171,0.07314112,0.016714994,0.080574331,0.008367667
cna_BNC2,0.061316189,0.04493659,0.066762761,0.028980544
cna_CNTLN,0.0657604,0.031484641,0.075172634,0.013910448
cna_SH3GL2,0.060813346,0.046726349,0.065068824,0.033318461
cna_MIR3152,0.061082561,0.045760826,0.06466451,0.034432267
cna_DENND4C,0.063224077,0.038662106,0.065511273,0.032135026
cna_RPS6,0.06076451,0.046903317,0.065656971,0.031753277
cna_TUSC1,0.068096347,0.025915743,0.064758557,0.034170389
cna_LINC03106,0.067056413,0.02828017,0.065397516,0.032435808
cna_KIF21A,-0.06852253,0.024997231,-0.079047992,0.009688484
cna_ABCD2,-0.075669409,0.013291263,-0.080924445,0.008088378
cna_C12orf40,-0.078485684,0.010219998,-0.081878132,0.007369402
cna_SLC2A13,-0.069808473,0.022394341,-0.079115866,0.009626021
cna_LRRK2,-0.084817713,0.005499483,-0.092535259,0.002446572
cna_MUC19,-0.083136927,0.006508223,-0.09372912,0.002146799
cna_CNTN1,-0.080351474,0.008549899,-0.093913158,0.002103702
cna_PDZRN4,-0.086507926,0.004629394,-0.097406842,0.00142211
cna_GXYLT1,-0.079350534,0.009412814,-0.091007233,0.002885969
cna_YAF2,-0.085539924,0.005111104,-0.088499495,0.003765136
cna_ZCRB1,-0.079300494,0.009457922,-0.082931621,0.006642199
cna_PPHLN1,-0.077109946,0.011631161,-0.081331942,0.00777383
cna_PRICKLE1,-0.078219287,0.010480736,-0.081452502,0.00768289
cna_LINC02402,-0.074740243,0.01446994,-0.07911664,0.009625311
cna_ADAMTS20,-0.079274842,0.00948112,-0.082130461,0.007189011
cna_PUS7L,-0.085037211,0.005378721,-0.097132131,0.001467242
cna_IRAK4,-0.085037211,0.005378721,-0.097132131,0.001467242
cna_TWF1,-0.085037211,0.005378721,-0.097132131,0.001467242
cna_TMEM117,-0.066648228,0.029257725,-0.081810458,0.007418466
cna_ENDOU,-0.064720952,0.034274896,-0.09498872,0.001867291
cna_RAPGEF3,-0.065118733,0.033183133,-0.097280492,0.001442707
cna_SLC48A1,-0.067925282,0.026292536,-0.096101505,0.001648565
cna_HDAC7,-0.068558686,0.024920619,-0.095197921,0.001824242
cna_VDR,-0.068751407,0.024515675,-0.097507933,0.001405827
cna_TMEM106C,-0.076477843,0.012335548,-0.104551074,0.00061401
cna_COL2A1,-0.076477843,0.012335548,-0.104551074,0.00061401
cna_SENP1,-0.071575527,0.019203147,-0.100781926,0.000962661
cna_PFKM,-0.072178079,0.018209649,-0.105293608,0.000560978
cna_MIR6505,-0.071053281,0.02010218,-0.104441675,0.000622207
cna_ASB8,-0.071340074,0.019604036,-0.105243665,0.000564407
cna_C12orf68,-0.073795342,0.015762026,-0.106687481,0.000472748
cna_OR10AD1,-0.074182707,0.015220556,-0.106458389,0.0004863
cna_H1FNT,-0.065189015,0.032993355,-0.104224304,0.000638794
cna_ZNF641,-0.0649098,0.033752813,-0.103421253,0.000703703
cna_ANP32D,-0.062953818,0.039502987,-0.102141929,0.000819867
cna_C12orf54,-0.06466825,0.034421819,-0.101530909,0.000881403
cna_OR8S1,-0.06466825,0.034421819,-0.101530909,0.000881403
cna_LALBA,-0.068193898,0.025702967,-0.104012482,0.000655353
cna_KANSL2,-0.070818962,0.020517335,-0.106226507,0.000500385
cna_MIR1291,-0.070818962,0.020517335,-0.106226507,0.000500385
cna_SNORA34,-0.070818962,0.020517335,-0.106226507,0.000500385
cna_SNORA2A,-0.070818962,0.020517335,-0.106226507,0.000500385
cna_SNORA2B,-0.070818962,0.020517335,-0.106226507,0.000500385
cna_CCNT1,-0.072928216,0.017035831,-0.108402701,0.000381918
cna_LINC00935,-0.06942457,0.023145577,-0.106409412,0.000489244
cna_ADCY6,-0.066842199,0.028789624,-0.105466671,0.000549245
cna_MIR4701,-0.066842199,0.028789624,-0.105466671,0.000549245
cna_ADCY6-DT,-0.068984041,0.024034459,-0.107242706,0.000441348
cna_CACNB3,-0.073978843,0.015503449,-0.110467734,0.000294198
cna_DDX23,-0.073978843,0.015503449,-0.110467734,0.000294198
cna_RND1,-0.073799744,0.015755779,-0.109137616,0.000348225
cna_CCDC65,-0.075415518,0.013604607,-0.109436475,0.000335335
cna_FKBP11,-0.075415518,0.013604607,-0.109436475,0.000335335
cna_ARF3,-0.075415518,0.013604607,-0.109436475,0.000335335
cna_WNT10B,-0.080564177,0.008375895,-0.112705378,0.000220618
cna_WNT1,-0.081212229,0.007865081,-0.114909761,0.000165296
cna_DDN,-0.081212229,0.007865081,-0.114909761,0.000165296
cna_PRKAG1,-0.081212229,0.007865081,-0.114909761,0.000165296
cna_KMT2D,-0.081212229,0.007865081,-0.114909761,0.000165296
cna_RHEBL1,-0.086249046,0.004754028,-0.120801998,7.45E-05
cna_DHH,-0.086360109,0.004700192,-0.12087057,7.38E-05
cna_LMBR1L,-0.086360109,0.004700192,-0.12087057,7.38E-05
cna_TUBA1B,-0.081203404,0.007871846,-0.118220285,0.000106115
cna_TUBA1A,-0.078839325,0.009882782,-0.116235898,0.000138599
cna_TUBA1C,-0.079278884,0.00947746,-0.117724001,0.000113489
cna_PRPH,-0.079278884,0.00947746,-0.117724001,0.000113489
cna_C1QL4,-0.078764504,0.009953291,-0.116798648,0.000128544
cna_TROAP,-0.078764504,0.009953291,-0.116798648,0.000128544
cna_DNAJC22,-0.078301895,0.010399258,-0.115939565,0.000144187
cna_SPATS2,-0.079772577,0.009039932,-0.115316323,0.000156637
cna_LOC100335030,-0.078301895,0.010399258,-0.115939565,0.000144187
cna_KCNH3,-0.079511985,0.009268581,-0.116861434,0.000127466
cna_MCRS1,-0.080016191,0.008830741,-0.116690685,0.000130419
cna_FAM186B,-0.08349816,0.006278375,-0.118862608,9.72E-05
cna_PRPF40B,-0.08466725,0.005583669,-0.120642633,7.62E-05
cna_FMNL3,-0.079730149,0.009076812,-0.117473786,0.000117387
cna_TMBIM6,-0.072177516,0.018210556,-0.107706095,0.000416642
cna_NCKAP5L,-0.069947173,0.02212818,-0.100982384,0.00094026
cna_BCDIN3D-AS1,-0.069947173,0.02212818,-0.100982384,0.00094026
cna_BCDIN3D,-0.069947173,0.02212818,-0.100982384,0.00094026
cna_FAIM2,-0.070476495,0.021137525,-0.100695798,0.000972437
cna_LINC02396,-0.069112879,0.023771485,-0.100869038,0.000952866
cna_LINC02395,-0.069112879,0.023771485,-0.100869038,0.000952866
cna_AQP2,-0.072026495,0.018455258,-0.108103964,0.000396465
cna_AQP5-AS1,-0.072026495,0.018455258,-0.108103964,0.000396465
cna_AQP5,-0.072026495,0.018455258,-0.108103964,0.000396465
cna_AQP6,-0.072026495,0.018455258,-0.108103964,0.000396465
cna_RACGAP1,-0.074180786,0.015223201,-0.110365771,0.000298045
cna_ASIC1,-0.068451816,0.025147658,-0.101989836,0.000834801
cna_SMARCD1,-0.071018002,0.020164215,-0.103482875,0.000698513
cna_COX14,-0.075928409,0.012978196,-0.106625306,0.00047639
cna_GPD1,-0.075928409,0.012978196,-0.106625306,0.00047639
cna_CERS5,-0.074293165,0.015069183,-0.105472011,0.000548887
cna_LIMA1,-0.075252323,0.013809441,-0.10723318,0.00044187
cna_MIR1293,-0.072901551,0.017076392,-0.105262287,0.000563126
cna_FAM186A,-0.076875111,0.011888579,-0.108209576,0.000391264
cna_LARP4,-0.076875111,0.011888579,-0.108209576,0.000391264
cna_DIP2B,-0.078373966,0.010328633,-0.108943985,0.000356823
cna_ATF1,-0.077103097,0.011638599,-0.108086434,0.000397335
cna_TMPRSS12,-0.077103097,0.011638599,-0.108086434,0.000397335
cna_METTL7A,-0.075562005,0.013423032,-0.107181845,0.000444693
cna_HIGD1C,-0.077892509,0.010808633,-0.109570697,0.000329692
cna_SLC11A2,-0.077892509,0.010808633,-0.109570697,0.000329692
cna_LETMD1,-0.078360656,0.010341643,-0.108809984,0.000362888
cna_CSRNP2,-0.078360656,0.010341643,-0.108809984,0.000362888
cna_TFCP2,-0.079796364,0.009019313,-0.110380587,0.000297483
cna_POU6F1,-0.076171389,0.012690433,-0.107390039,0.000433349
cna_DAZAP2,-0.075941587,0.012962442,-0.106420029,0.000488604
cna_SMAGP,-0.075941587,0.012962442,-0.106420029,0.000488604
cna_BIN2,-0.075035306,0.014086041,-0.103888432,0.000665234
cna_CELA1,-0.075121484,0.013975624,-0.104172049,0.000642843
cna_GALNT6,-0.07516328,0.013922347,-0.103708323,0.000679828
cna_SLC4A8,-0.08015928,0.008709895,-0.103133656,0.000728401
cna_SCN8A,-0.082775954,0.006745428,-0.103818294,0.000670882
cna_FIGNL2,-0.06977955,0.022450192,-0.09635891,0.001601444
cna_ACVRL1,-0.067547204,0.02714211,-0.094936618,0.001878157
cna_ANKRD33,-0.067547204,0.02714211,-0.094936618,0.001878157
cna_ACVR1B,-0.068683069,0.024658609,-0.095731617,0.00171851
cna_GRASP,-0.068683069,0.024658609,-0.095731617,0.00171851
cna_NR4A1,-0.068683069,0.024658609,-0.095731617,0.00171851
cna_ATG101,-0.065434724,0.032337163,-0.092307381,0.002507965
cna_KRT80,-0.065842127,0.031273754,-0.091005752,0.002886428
cna_C12orf80,-0.065842127,0.031273754,-0.091005752,0.002886428
cna_LINC00592,-0.065842127,0.031273754,-0.091005752,0.002886428
cna_KRT7,-0.065974608,0.030934469,-0.092306899,0.002508097
cna_KRT81,-0.074539144,0.014736838,-0.099018382,0.001182106
cna_KRT83,-0.074539144,0.014736838,-0.099018382,0.001182106
cna_KRT84,-0.074539144,0.014736838,-0.099018382,0.001182106
cna_KRT85,-0.074539144,0.014736838,-0.099018382,0.001182106
cna_KRT86,-0.074539144,0.014736838,-0.099018382,0.001182106
cna_KRT82,-0.072107511,0.018323631,-0.097574397,0.001395214
cna_KRT6B,-0.078135544,0.010563912,-0.102120958,0.000821911
cna_KRT6C,-0.078135544,0.010563912,-0.102120958,0.000821911
cna_KRT75,-0.078135544,0.010563912,-0.102120958,0.000821911
cna_KRT6A,-0.078135544,0.010563912,-0.102120958,0.000821911
cna_KRT5,-0.073231465,0.016580458,-0.097178697,0.0014595
cna_KRT71,-0.073342178,0.016416886,-0.097179772,0.001459322
cna_KRT74,-0.073846493,0.01568957,-0.098054259,0.001320756
cna_KRT72,-0.073846493,0.01568957,-0.098054259,0.001320756
cna_KRT73,-0.073846493,0.01568957,-0.098054259,0.001320756
cna_KRT2,-0.067157721,0.028041948,-0.093031523,0.002317598
cna_KRT1,-0.067194857,0.027955057,-0.093965284,0.00209164
cna_KRT77,-0.067194857,0.027955057,-0.093965284,0.00209164
cna_KRT76,-0.070607692,0.020898032,-0.095219767,0.001819799
cna_KRT3,-0.070264312,0.021529906,-0.094577057,0.001954737
cna_KRT4,-0.072272302,0.018058428,-0.095691828,0.001726194
cna_KRT79,-0.072272302,0.018058428,-0.095691828,0.001726194
cna_KRT78,-0.076288346,0.01255394,-0.098837755,0.001207013
cna_KRT8,-0.073599225,0.016042561,-0.095450799,0.001773421
cna_KRT18,-0.072875975,0.017115375,-0.095597132,0.001744609
cna_EIF4B,-0.06718506,0.027977957,-0.091035192,0.002877322
cna_IGFBP6,-0.065162058,0.033066034,-0.089913117,0.00324355
cna_MIR6757,-0.065162058,0.033066034,-0.089913117,0.00324355
cna_RP11-983P16.4,-0.065162058,0.033066034,-0.089913117,0.00324355
cna_SOAT2,-0.065162058,0.033066034,-0.089913117,0.00324355
cna_SPRYD3,-0.065162058,0.033066034,-0.089913117,0.00324355
cna_TENC1,-0.065162058,0.033066034,-0.089913117,0.00324355
cna_CSAD,-0.061658371,0.043751967,-0.088569858,0.003737473
cna_ZNF740,-0.061658371,0.043751967,-0.088569858,0.003737473
cna_ITGB7,-0.061658371,0.043751967,-0.088569858,0.003737473
cna_RARG,-0.061044894,0.045894898,-0.087645395,0.004116059
cna_MFSD5,-0.061044894,0.045894898,-0.087645395,0.004116059
cna_ESPL1,-0.061044894,0.045894898,-0.087645395,0.004116059
cna_PFDN5,-0.061044894,0.045894898,-0.087645395,0.004116059
cna_GLI1,-0.060775194,0.046864552,-0.094156945,0.002047834
cna_AGAP2-AS1,-0.063058201,0.039176394,-0.091702528,0.002677806
cna_AGAP2,-0.063058201,0.039176394,-0.091702528,0.002677806
cna_CDK4,-0.063058201,0.039176394,-0.091702528,0.002677806
cna_MIR6759,-0.063058201,0.039176394,-0.091702528,0.002677806
cna_TSPAN31,-0.063058201,0.039176394,-0.091702528,0.002677806
cna_2024-03-09 00:00:00,-0.063058201,0.039176394,-0.091702528,0.002677806
cna_CYP27B1,-0.060153183,0.049166655,-0.08492923,0.005437827
cna_METTL1,-0.060153183,0.049166655,-0.08492923,0.005437827
cna_TSFM,-0.061283163,0.045052339,-0.084889531,0.005459704
cna_MON2,-0.064080794,0.03609623,-0.095742752,0.001716365
cna_C12orf61,-0.065567562,0.031987079,-0.096120211,0.001645098
cna_MIRLET7I,-0.065567562,0.031987079,-0.096120211,0.001645098
cna_PPM1H,-0.064115527,0.035995338,-0.091524388,0.002729792
cna_C12orf56,-0.060666007,0.04726198,-0.072332511,0.017962372
cna_WIF1,-0.067788738,0.026596677,-0.083593997,0.006218632
cna_LEMD3,-0.068866336,0.024276904,-0.085699862,0.005028518
cna_MSRB3,-0.064991733,0.033528426,-0.082882086,0.006674893
cna_RPSAP52,-0.066366844,0.02994839,-0.082890913,0.006669056
cna_HMGA2,-0.069191684,0.023611868,-0.083546348,0.006248271
cna_MIR6074,-0.061499669,0.044298071,-0.078354899,0.010347275
cna_HELB,-0.063416031,0.038074132,-0.083890153,0.006037233
cna_GRIP1,-0.069008756,0.023983817,-0.085364031,0.005203342
cna_CAND1,-0.06151407,0.044248281,-0.07981271,0.009005169
cna_LINC02408,-0.066743128,0.029027897,-0.082731379,0.006775251
cna_DYRK2,-0.068876414,0.024256064,-0.084543983,0.005653502
cna_LINC02421,-0.063223145,0.038664981,-0.080409487,0.008502124
cna_IFNG-AS1,-0.067019723,0.028366872,-0.09200781,0.002590814
cna_IFNG,-0.066391559,0.02988717,-0.090151866,0.003162249
cna_IL26,-0.062240427,0.041797414,-0.081555593,0.007605885
cna_IL22,-0.065057777,0.03334848,-0.084988127,0.005405516
cna_MDM1,-0.066028095,0.030798383,-0.085442702,0.005161903
cna_RAP1B,-0.074750756,0.014456106,-0.099402645,0.001130688
cna_SNORA70G,-0.074283785,0.015081986,-0.097680946,0.001378355
cna_NUP107-DT,-0.06933224,0.023329479,-0.077051825,0.011694407
cna_NUP107,-0.067691846,0.026814332,-0.07763494,0.011073469
cna_SLC35E3,-0.066149054,0.030492527,-0.076315973,0.012521889
cna_SZRD1P1,-0.064508552,0.03487031,-0.075328446,0.01371356
cna_MDM2,-0.064514276,0.03485415,-0.075694051,0.013261193
cna_CPM,-0.06011853,0.049297649,-0.071509433,0.019314951
cna_TRHDE-AS1,-0.065923069,0.031066084,-0.088376188,0.003814063
cna_RP11-81H3.2,-0.067911075,0.02632404,-0.086460035,0.004652226
cna_ATXN7L3B,-0.074553984,0.014716995,-0.094215758,0.002034561
cna_KCNC2,-0.063376446,0.03819476,-0.080760959,0.008217738
cna_CAPS2,-0.064512157,0.034860131,-0.08092323,0.008089332
cna_GLIPR1L1,-0.067698827,0.026798599,-0.082734749,0.006772992
cna_GLIPR1L2,-0.06306542,0.039153889,-0.078342065,0.010359841
cna_GLIPR1,-0.067074225,0.02823816,-0.076500111,0.012310106
cna_KRR1,-0.067731846,0.026724292,-0.079348349,0.009414779
cna_PHLDA1,-0.063851128,0.036769442,-0.074582464,0.01467898
cna_NAP1L1,-0.064039131,0.03621757,-0.073828946,0.015714393
cna_BBS10,-0.093614212,0.002174116,-0.10924946,0.000343348
cna_OSBPL8,-0.090196493,0.00314726,-0.094747351,0.001918118
cna_ZDHHC17,-0.077014613,0.01173506,-0.080622356,0.008328854
cna_CSRP2,-0.07468853,0.014538164,-0.079754003,0.009056061
cna_E2F7,-0.073368766,0.016377815,-0.078413188,0.010290376
cna_KERA,-0.061020125,0.045983241,-0.063811398,0.036886978
cna_LUM,-0.061020125,0.045983241,-0.063811398,0.036886978
cna_DCN,-0.060562785,0.047640293,-0.062455178,0.041095165
cg00008493,0.098663771,0.00125783,0.077690533,0.011167
cg00012792,0.093959898,0.002133752,0.061928356,0.043227229
cg00013618,0.077897742,0.010952294,0.084297409,0.005887982
cg00015770,-0.090342251,0.003154966,-0.07607264,0.012975821
cg00034039,0.127994337,2.77E-05,0.077049897,0.011854616
cg00037940,0.10995314,0.000322366,0.089126279,0.003587484
cg00047469,0.103959947,0.000675119,0.071398426,0.019733601
cg00059424,0.108216715,0.000400898,0.141427953,3.56E-06
cg00063144,0.110506095,0.000300546,0.069396651,0.023460537
cg00083937,0.104778015,0.000611667,0.076231883,0.012786966
cg00084687,-0.100852208,0.000981467,-0.067113546,0.028516718
cg00090147,-0.092581882,0.002480414,-0.088875231,0.003683227
cg00091693,0.06558314,0.032269197,0.076213365,0.012808802
cg00093177,0.084360831,0.00585068,0.078314673,0.010531348
cg00095526,0.10915828,0.000363255,0.096215958,0.001686065
cg00095674,-0.083632307,0.006292249,-0.077359454,0.01151781
cg00097536,-0.093343835,0.002282848,-0.080151623,0.00884298
cg00108454,0.113043971,0.000216982,0.080659505,0.008420941
cg00115714,0.123060722,5.61E-05,0.07293239,0.017237804
cg00117172,-0.100663581,0.000997829,-0.088182417,0.003959602
cg00132141,0.089253533,0.003539821,0.078679239,0.010175115
cg00133909,0.093438425,0.002259353,0.082808057,0.006827775
cg00136477,0.062468896,0.041431383,0.081016347,0.008135269
cg00138126,0.094127889,0.002094673,0.063148067,0.039264771
cg00168082,0.110120171,0.000315624,0.075549957,0.013613132
cg00168785,0.108914059,0.000367429,0.070391432,0.021538404
cg00171126,0.081197967,0.007993224,0.060504641,0.048274101
cg00176879,0.088928032,0.003662899,0.089779187,0.003348975
cg00202711,-0.081521992,0.007745304,-0.083039128,0.006673665
cg00208830,0.129263637,2.30E-05,0.13583175,8.58E-06
cg00209066,0.139823872,4.60E-06,0.082726681,0.006882804
cg00210842,-0.078393082,0.01045381,-0.065306757,0.033005389
